Careers_and_Jobs,Tweets_About_Love,Tweets_About_Life_Events,Clubing_and_Dancing,Entertainment_and_Photography,Birthdays_and_Anniversaries,Travelling_around_Singapore,Everyday_Greetings
-0.9290962638848258,0.9193846621705887,0.30055393957122717,0.96,-0.016546982935120667,-0.03107069216750972,-0.9137124134714579,0.9424772520857534
-0.6153607276727175,0.9094777733290252,0.8820807403237118,-0.04,0.9589603499403272,0.9508795144681319,-0.8899232135187757,0.35625654001980395
0.06706186000784417,-0.08061533782941134,-0.043850017184640364,-0.04,-0.041039650059672826,-0.04912048553186803,0.07929969325552398,-0.04333521577263709
0.06718528820470361,-0.08061533782941134,-0.04529918987541328,-0.04,-0.041039650059672826,-0.04912048553186803,0.08628758652854203,-0.04850852538133425
0.0668909297491029,-0.08061533782941134,-0.04856224940587545,-0.04,-0.041039650059672826,0.1592448402174126,0.07794446918391858,-0.05752274791424661
0.07090373611517417,-0.08054883661574976,0.014007445027824778,-0.04,-0.041039650059672826,-0.047523466348806234,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.039316972117876846,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0669160406078062,-0.08061533782941134,-0.042122000816760215,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.04507522518200313,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.04817757835415072,-0.04,-0.041039650059672826,-0.04912048553186803,0.07915896352779568,-0.05643509266665373
0.0678458707359135,-0.08061533782941134,-0.11791925967628811,-0.04,-0.03954106569240426,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.05539150446622635,-0.048392843878754935,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06690699135764525,-0.08061533782941134,-0.0715101914126329,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.07519630013433261,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06698225124518604,-0.08061533782941134,-0.06692095257110786,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06693431997209186,-0.08061533782941134,-0.05833823781383031,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06692117538997104,-0.08061533782941134,-0.0540816163586219,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06689696741980745,-0.08061533782941134,-0.05291557342458741,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.04805734596747155,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.048350644981660376,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.04854836605748695,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06720866373980763,-0.08061533782941134,-0.04858014022368268,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.04858014022368268,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.0668909297491029,-0.08061533782941134,-0.0483945064291775,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
0.06689359952146048,-0.08061533782941134,-0.0484527728327262,-0.04,-0.041039650059672826,-0.04912048553186803,0.07794446918391858,-0.05752274791424661
